date,revenue
2026-01-01,34200.0
2026-01-01,15000.0
2026-01-01,32000.0
2026-01-01,27000.0
2026-01-01,15000.0
2026-01-01,20000.0
2026-01-01,24000.0
2026-01-02,10000.0
2026-01-02,5700.0
2026-01-02,27000.0
2026-01-02,20000.0
2026-01-02,15000.0
2026-01-02,22000.0
2026-01-02,10000.0
2026-01-02,23000.0
2026-01-02,10000.0
2026-01-02,40000.0
2026-01-02,20000.0
2026-01-02,25000.0
2026-01-02,69000.0
2026-01-02,23000.0
2026-01-02,5000.0
2026-01-02,11400.0
2026-01-02,10000.0
2026-01-02,12000.0
2026-01-02,54000.0
2026-01-02,20000.0
2026-01-02,47500.0
2026-01-02,5000.0
2026-01-02,40000.0
2026-01-02,5700.0
2026-01-02,36000.0
2026-01-02,23000.0
2026-01-02,23750.0
2026-01-02,10000.0
2026-01-02,5000.0
2026-01-02,66000.0
2026-01-02,6000.0
2026-01-02,5000.0
2026-01-02,22000.0
2026-01-02,20000.0
2026-01-02,24000.0
2026-01-02,10000.0
2026-01-02,22000.0
2026-01-02,22800.0
2026-01-02,20000.0
2026-01-02,72000.0
2026-01-02,15000.0
2026-01-02,44000.0
2026-01-02,8000.0
2026-01-02,10000.0
2026-01-02,50000.0
2026-01-02,22000.0
2026-01-02,5000.0
2026-01-02,6000.0
2026-01-02,27000.0
2026-01-02,75000.0
2026-01-02,54000.0
2026-01-02,12000.0
2026-01-02,12000.0
2026-01-02,6000.0
2026-01-02,22000.0
2026-01-02,23000.0
2026-01-02,69000.0
2026-01-02,24000.0
2026-01-02,51300.0
2026-01-02,36000.0
2026-01-02,21850.0
2026-01-02,69000.0
2026-01-02,19000.0
2026-01-02,6000.0
2026-01-02,72000.0
2026-01-02,5000.0
2026-01-02,6000.0
2026-01-02,12000.0
2026-01-02,27000.0
2026-01-02,22000.0
2026-01-02,6000.0
2026-01-02,24000.0
2026-01-02,36000.0
2026-01-02,24000.0
2026-01-02,40000.0
2026-01-02,27000.0
2026-01-02,23000.0
2026-01-02,24000.0
2026-01-02,44000.0
2026-01-02,15000.0
2026-01-02,8000.0
2026-01-02,24000.0
2026-01-02,12000.0
2026-01-02,12000.0
2026-01-02,47500.0
2026-01-02,6000.0
2026-01-02,40000.0
2026-01-02,12000.0
2026-01-02,27000.0
2026-01-02,24000.0
2026-01-02,36000.0
2026-01-02,18000.0
2026-01-02,46000.0
2026-01-02,24000.0
2026-01-02,20000.0
2026-01-02,46000.0
2026-01-02,27000.0
2026-01-02,12000.0
2026-01-02,15000.0
2026-01-02,24000.0
2026-01-02,8000.0
2026-01-02,20900.0
2026-01-02,24000.0
2026-01-02,20000.0
2026-01-02,9500.0
2026-01-02,30000.0
2026-01-02,20000.0
2026-01-02,24000.0
2026-01-02,75000.0
2026-01-02,15000.0
2026-01-02,81000.0
2026-01-02,46000.0
2026-01-02,25000.0
2026-01-02,12000.0
2026-01-02,20000.0
2026-01-02,27000.0
2026-01-02,66000.0
2026-01-02,24000.0
2026-01-02,30000.0
2026-01-02,5000.0
2026-01-02,22800.0
2026-01-02,24000.0
2026-01-02,20000.0
2026-01-02,24000.0
2026-01-02,10000.0
2026-01-02,8000.0
2026-01-02,100000.0
2026-01-02,22000.0
2026-01-02,48000.0
2026-01-02,25000.0
2026-01-02,20900.0
2026-01-02,11400.0
2026-01-02,16000.0
2026-01-02,66000.0
2026-01-02,24000.0
2026-01-02,65550.0
2026-01-02,22000.0
2026-01-02,6000.0
2026-01-02,44000.0
2026-01-02,40000.0
2026-01-02,22000.0
2026-01-02,22000.0
2026-01-02,23000.0
2026-01-02,6000.0
2026-01-02,6000.0
2026-01-02,40000.0
2026-01-02,25000.0
2026-01-02,60000.0
2026-01-02,12000.0
2026-01-02,10000.0
2026-01-02,60000.0
2026-01-02,16000.0
2026-01-02,16000.0
2026-01-02,24000.0
2026-01-02,40000.0
2026-01-02,5000.0
2026-01-02,15000.0
2026-01-02,16000.0
2026-01-02,108000.0
2026-01-02,23000.0
2026-01-02,27000.0
2026-01-02,10000.0
2026-01-02,15000.0
2026-01-02,23000.0
2026-01-02,23000.0
2026-01-02,50000.0
2026-01-02,12000.0
2026-01-02,20000.0
2026-01-02,5000.0
2026-01-02,20000.0
2026-01-02,10000.0
2026-01-02,23000.0
2026-01-02,24000.0
2026-01-02,24000.0
2026-01-02,18000.0
2026-01-02,8000.0
2026-01-02,12000.0
2026-01-02,5000.0
2026-01-02,24000.0
2026-01-02,6000.0
2026-01-02,46000.0
2026-01-02,44000.0
2026-01-02,15000.0
2026-01-02,24000.0
2026-01-02,81000.0
2026-01-02,20000.0
2026-01-02,27000.0
2026-01-02,75000.0
2026-01-02,9500.0
2026-01-02,44000.0
2026-01-02,12000.0
2026-01-02,5000.0
2026-01-02,88000.0
2026-01-02,19000.0
2026-01-02,19000.0
2026-01-02,5000.0
2026-01-02,22800.0
2026-01-02,22000.0
2026-01-02,46000.0
2026-01-02,24000.0
2026-01-02,22000.0
2026-01-02,30000.0
2026-01-02,9500.0
2026-01-02,60000.0
2026-01-02,30000.0
2026-01-02,19000.0
2026-01-02,20000.0
2026-01-02,12000.0
2026-01-02,5000.0
2026-01-02,69000.0
2026-01-02,44000.0
2026-01-02,25000.0
2026-01-02,5000.0
2026-01-02,45000.0
2026-01-02,22000.0
2026-01-02,50000.0
2026-01-02,69000.0
2026-01-02,20000.0
2026-01-02,15000.0
2026-01-02,5000.0
2026-01-02,9500.0
2026-01-02,6000.0
2026-01-02,48000.0
2026-01-02,20900.0
2026-01-02,15000.0
2026-01-02,16000.0
2026-01-02,15000.0
2026-01-02,24000.0
2026-01-02,10000.0
2026-01-03,24000.0
2026-01-03,22000.0
2026-01-03,24000.0
2026-01-03,5000.0
2026-01-03,5000.0
2026-01-03,12000.0
2026-01-03,46000.0
2026-01-03,81000.0
2026-01-03,12000.0
2026-01-03,12000.0
2026-01-03,6000.0
2026-01-03,65550.0
2026-01-03,12000.0
2026-01-03,12000.0
2026-01-03,23000.0
2026-01-03,20000.0
2026-01-03,15000.0
2026-01-03,18000.0
2026-01-03,36000.0
2026-01-03,24000.0
2026-01-03,66000.0
2026-01-03,15000.0
2026-01-03,7600.0
2026-01-03,46000.0
2026-01-03,36000.0
2026-01-03,25650.0
2026-01-03,27000.0
2026-01-03,22000.0
2026-01-03,51300.0
2026-01-03,24000.0
2026-01-03,96000.0
2026-01-03,6000.0
2026-01-03,10000.0
2026-01-03,100000.0
2026-01-03,20000.0
2026-01-03,6000.0
2026-01-03,18000.0
2026-01-03,30000.0
2026-01-03,20000.0
2026-01-03,25000.0
2026-01-03,18000.0
2026-01-03,19000.0
2026-01-03,15000.0
2026-01-03,22800.0
2026-01-03,108000.0
2026-01-03,8000.0
2026-01-03,27000.0
2026-01-03,75000.0
2026-01-03,20000.0
2026-01-03,6000.0
2026-01-03,6000.0
2026-01-03,48000.0
2026-01-03,24000.0
2026-01-03,27000.0
2026-01-03,6000.0
2026-01-03,12000.0
2026-01-03,25000.0
2026-01-03,44000.0
2026-01-03,6000.0
2026-01-03,15000.0
2026-01-03,48000.0
2026-01-03,22800.0
2026-01-03,6000.0
2026-01-03,15000.0
2026-01-03,50000.0
2026-01-03,15000.0
2026-01-03,75000.0
2026-01-03,6000.0
2026-01-03,6000.0
2026-01-03,20000.0
2026-01-03,18000.0
2026-01-03,15000.0
2026-01-03,27000.0
2026-01-03,20000.0
2026-01-03,22000.0
2026-01-03,30000.0
2026-01-03,30000.0
2026-01-03,23000.0
2026-01-03,40000.0
2026-01-03,10000.0
2026-01-03,10000.0
2026-01-03,24000.0
2026-01-03,22000.0
2026-01-03,12000.0
2026-01-03,12000.0
2026-01-03,5000.0
2026-01-03,68400.0
2026-01-03,10000.0
2026-01-03,19000.0
2026-01-03,22000.0
2026-01-03,11400.0
2026-01-03,10000.0
2026-01-03,30000.0
2026-01-03,50000.0
2026-01-03,16000.0
2026-01-03,48000.0
2026-01-03,12000.0
2026-01-03,32000.0
2026-01-03,20000.0
2026-01-03,6000.0
2026-01-03,25000.0
2026-01-03,12000.0
2026-01-03,16000.0
2026-01-03,4750.0
2026-01-03,23000.0
2026-01-03,30000.0
2026-01-03,6000.0
2026-01-03,5000.0
2026-01-03,5700.0
2026-01-03,30000.0
2026-01-03,24000.0
2026-01-03,22000.0
2026-01-03,5700.0
2026-01-03,44000.0
2026-01-03,23000.0
2026-01-03,10000.0
2026-01-03,92000.0
2026-01-03,75000.0
2026-01-03,12000.0
2026-01-03,22000.0
2026-01-03,60000.0
2026-01-03,76950.0
2026-01-03,75000.0
2026-01-03,8000.0
2026-01-03,23000.0
2026-01-03,5000.0
2026-01-03,6000.0
2026-01-03,6000.0
2026-01-03,12000.0
2026-01-03,24000.0
2026-01-03,10000.0
2026-01-03,16000.0
2026-01-03,12000.0
2026-01-03,24000.0
2026-01-03,25000.0
2026-01-03,22800.0
2026-01-03,96000.0
2026-01-03,27000.0
2026-01-03,12000.0
2026-01-03,27000.0
2026-01-03,15000.0
2026-01-03,23750.0
2026-01-03,30000.0
2026-01-03,8000.0
2026-01-03,46000.0
2026-01-03,25000.0
2026-01-03,12000.0
2026-01-03,20000.0
2026-01-03,15000.0
2026-01-03,12000.0
2026-01-03,25000.0
2026-01-03,22000.0
2026-01-03,22000.0
2026-01-03,30000.0
2026-01-03,69000.0
2026-01-03,25650.0
2026-01-03,48000.0
2026-01-03,8000.0
2026-01-03,50000.0
2026-01-03,23000.0
2026-01-03,48000.0
2026-01-03,12000.0
2026-01-03,27000.0
2026-01-03,18000.0
2026-01-03,48000.0
2026-01-03,15000.0
2026-01-03,6000.0
2026-01-03,20000.0
2026-01-03,27000.0
2026-01-03,24000.0
2026-01-03,20000.0
2026-01-03,5000.0
2026-01-03,30000.0
2026-01-03,6000.0
2026-01-03,28500.0
2026-01-03,10000.0
2026-01-03,20000.0
2026-01-03,5000.0
2026-01-03,15000.0
2026-01-03,12000.0
2026-01-03,24000.0
2026-01-03,44000.0
2026-01-03,25000.0
2026-01-03,12000.0
2026-01-03,24000.0
2026-01-03,6000.0
2026-01-03,30000.0
2026-01-03,72000.0
2026-01-03,6000.0
2026-01-03,22000.0
2026-01-03,8000.0
2026-01-03,72000.0
2026-01-03,15000.0
2026-01-03,20000.0
2026-01-03,72000.0
2026-01-03,12000.0
2026-01-03,48000.0
2026-01-03,12000.0
2026-01-03,32000.0
2026-01-03,20900.0
2026-01-03,83600.0
2026-01-03,6000.0
2026-01-03,12000.0
2026-01-03,20000.0
2026-01-03,5000.0
2026-01-03,69000.0
2026-01-03,27000.0
2026-01-03,27000.0
2026-01-03,12000.0
2026-01-03,46000.0
2026-01-03,10000.0
2026-01-03,22000.0
2026-01-03,6000.0
2026-01-03,15000.0
2026-01-03,50000.0
2026-01-03,15000.0
2026-01-03,16000.0
2026-01-03,69000.0
2026-01-03,27000.0
2026-01-03,50000.0
2026-01-03,20000.0
2026-01-03,66000.0
2026-01-03,10000.0
2026-01-03,6000.0
2026-01-03,23000.0
2026-01-03,24000.0
2026-01-03,45000.0
2026-01-03,6000.0
2026-01-03,100000.0
2026-01-03,30000.0
2026-01-03,8000.0
2026-01-03,10000.0
2026-01-03,10000.0
2026-01-03,23000.0
2026-01-03,15000.0
2026-01-03,75000.0
2026-01-03,23750.0
2026-01-03,5700.0
2026-01-03,12000.0
2026-01-03,100000.0
2026-01-03,24000.0
2026-01-03,41800.0
2026-01-03,22000.0
2026-01-03,40000.0
2026-01-03,8000.0
2026-01-03,22000.0
2026-01-03,20000.0
2026-01-03,20900.0
2026-01-03,50000.0
2026-01-03,24000.0
2026-01-03,81000.0
2026-01-03,20000.0
2026-01-03,15000.0
2026-01-03,6000.0
2026-01-03,19000.0
2026-01-03,18000.0
2026-01-03,8000.0
2026-01-03,22000.0
2026-01-03,27000.0
2026-01-03,25000.0
2026-01-03,5700.0
2026-01-03,20900.0
2026-01-03,46000.0
2026-01-03,40000.0
2026-01-03,8000.0
2026-01-04,22800.0
2026-01-04,25000.0
2026-01-04,22800.0
2026-01-04,27000.0
2026-01-04,72000.0
2026-01-04,30000.0
2026-01-04,10000.0
2026-01-04,25000.0
2026-01-04,20000.0
2026-01-04,12000.0
2026-01-04,24000.0
2026-01-04,23750.0
2026-01-04,20000.0
2026-01-04,27000.0
2026-01-04,20000.0
2026-01-04,6000.0
2026-01-04,48000.0
2026-01-04,24000.0
2026-01-04,12000.0
2026-01-04,20000.0
2026-01-04,20000.0
2026-01-04,8000.0
2026-01-04,6000.0
2026-01-04,16000.0
2026-01-04,46000.0
2026-01-04,24000.0
2026-01-04,15000.0
2026-01-04,16000.0
2026-01-04,12000.0
2026-01-04,54000.0
2026-01-04,48000.0
2026-01-04,12000.0
2026-01-04,10000.0
2026-01-04,15200.0
2026-01-04,15000.0
2026-01-04,5700.0
2026-01-04,46000.0
2026-01-04,25000.0
2026-01-04,44000.0
2026-01-04,22000.0
2026-01-04,6000.0
2026-01-04,6000.0
2026-01-04,12000.0
2026-01-04,24000.0
2026-01-04,45000.0
2026-01-04,24000.0
2026-01-04,5000.0
2026-01-04,8000.0
2026-01-04,18000.0
2026-01-04,15000.0
2026-01-04,10000.0
2026-01-04,15000.0
2026-01-04,11400.0
2026-01-04,27000.0
2026-01-04,48000.0
2026-01-04,15000.0
2026-01-04,10000.0
2026-01-04,60000.0
2026-01-04,48000.0
2026-01-04,6000.0
2026-01-04,24000.0
2026-01-04,5000.0
2026-01-04,14250.0
2026-01-04,12000.0
2026-01-04,12000.0
2026-01-04,20000.0
2026-01-04,23750.0
2026-01-04,23000.0
2026-01-04,44000.0
2026-01-04,24000.0
2026-01-04,15000.0
2026-01-04,108000.0
2026-01-04,27000.0
2026-01-04,24000.0
2026-01-04,12000.0
2026-01-04,22000.0
2026-01-04,11400.0
2026-01-04,20000.0
2026-01-04,50000.0
2026-01-04,25650.0
2026-01-04,44000.0
2026-01-04,25000.0
2026-01-04,66000.0
2026-01-04,22000.0
2026-01-04,27000.0
2026-01-04,60000.0
2026-01-04,66000.0
2026-01-04,15000.0
2026-01-04,22000.0
2026-01-04,24000.0
2026-01-04,8000.0
2026-01-04,15000.0
2026-01-04,5700.0
2026-01-04,15000.0
2026-01-04,6000.0
2026-01-04,96000.0
2026-01-04,24000.0
2026-01-04,23000.0
2026-01-04,20000.0
2026-01-04,27000.0
2026-01-04,11400.0
2026-01-04,14250.0
2026-01-04,48000.0
2026-01-04,45000.0
2026-01-04,30000.0
2026-01-04,20000.0
2026-01-04,5000.0
2026-01-04,24000.0
2026-01-04,15000.0
2026-01-04,5000.0
2026-01-04,24000.0
2026-01-04,12000.0
2026-01-04,12000.0
2026-01-04,10000.0
2026-01-04,5000.0
2026-01-04,20000.0
2026-01-04,12000.0
2026-01-04,23000.0
2026-01-04,27000.0
2026-01-04,22000.0
2026-01-04,9500.0
2026-01-04,27000.0
2026-01-04,22000.0
2026-01-04,10000.0
2026-01-04,24000.0
2026-01-04,11400.0
2026-01-04,48000.0
2026-01-04,24000.0
2026-01-04,15000.0
2026-01-04,10000.0
2026-01-04,40000.0
2026-01-04,15000.0
2026-01-04,18000.0
2026-01-04,23000.0
2026-01-04,24000.0
2026-01-04,14250.0
2026-01-04,11400.0
2026-01-04,9500.0
2026-01-04,25000.0
2026-01-04,22000.0
2026-01-04,16000.0
2026-01-04,5000.0
2026-01-04,6000.0
2026-01-04,23000.0
2026-01-04,20000.0
2026-01-04,10000.0
2026-01-04,10000.0
2026-01-04,15000.0
2026-01-04,72000.0
2026-01-04,11400.0
2026-01-04,6000.0
2026-01-04,15000.0
2026-01-04,54000.0
2026-01-04,30000.0
2026-01-04,12000.0
2026-01-04,15000.0
2026-01-04,22000.0
2026-01-04,24000.0
2026-01-04,44000.0
2026-01-04,14250.0
2026-01-04,50000.0
2026-01-04,12000.0
2026-01-04,44000.0
2026-01-04,24000.0
2026-01-04,92000.0
2026-01-04,100000.0
2026-01-04,40000.0
2026-01-04,15000.0
2026-01-04,76000.0
2026-01-04,20000.0
2026-01-04,22000.0
2026-01-04,21850.0
2026-01-04,24000.0
2026-01-04,27000.0
2026-01-04,22000.0
2026-01-04,15000.0
2026-01-04,12000.0
2026-01-04,22800.0
2026-01-04,6000.0
2026-01-04,15000.0
2026-01-04,25650.0
2026-01-04,7600.0
2026-01-04,14250.0
2026-01-04,22000.0
2026-01-04,18000.0
2026-01-04,15000.0
2026-01-04,6000.0
2026-01-04,27000.0
2026-01-04,6000.0
2026-01-04,22000.0
2026-01-04,66000.0
2026-01-04,69000.0
2026-01-04,80000.0
2026-01-04,60000.0
2026-01-04,75000.0
2026-01-04,6000.0
2026-01-04,25650.0
2026-01-04,27000.0
2026-01-04,22800.0
2026-01-04,20000.0
2026-01-04,23000.0
2026-01-04,6000.0
2026-01-04,22000.0
2026-01-04,12000.0
2026-01-04,20000.0
2026-01-04,24000.0
2026-01-04,80000.0
2026-01-04,10000.0
2026-01-04,20000.0
2026-01-04,25000.0
2026-01-04,24000.0
2026-01-04,44000.0
2026-01-04,15000.0
2026-01-04,22000.0
2026-01-04,44000.0
2026-01-04,66000.0
2026-01-04,6000.0
2026-01-04,20000.0
2026-01-04,66000.0
2026-01-04,48000.0
2026-01-04,8000.0
2026-01-04,6000.0
2026-01-04,24000.0
2026-01-04,23000.0
2026-01-04,14250.0
2026-01-04,20000.0
2026-01-04,30000.0
2026-01-04,22000.0
2026-01-04,48000.0
2026-01-04,16000.0
2026-01-04,12000.0
2026-01-04,20000.0
2026-01-04,48000.0
2026-01-04,5000.0
2026-01-04,12000.0
2026-01-04,5000.0
2026-01-04,12000.0
2026-01-04,44000.0
2026-01-04,22000.0
2026-01-04,8000.0
2026-01-04,20000.0
2026-01-04,15000.0
2026-01-04,12000.0
2026-01-04,25000.0
2026-01-04,20000.0
2026-01-04,22000.0
2026-01-04,16000.0
2026-01-04,25650.0
2026-01-04,24000.0
2026-01-04,6000.0
2026-01-04,15000.0
2026-01-04,12000.0
2026-01-04,20000.0
2026-01-04,6000.0
2026-01-04,15000.0
2026-01-04,24000.0
2026-01-04,22800.0
2026-01-04,10000.0
2026-01-04,15000.0
2026-01-04,8000.0
2026-01-04,20000.0
2026-01-04,18000.0
2026-01-04,4750.0
2026-01-04,22800.0
2026-01-04,6000.0
2026-01-04,15000.0
2026-01-04,22000.0
2026-01-04,6000.0
2026-01-05,24000.0
2026-01-05,25000.0
2026-01-05,48000.0
2026-01-05,24000.0
2026-01-05,22000.0
2026-01-05,6000.0
2026-01-05,6000.0
2026-01-05,25000.0
2026-01-05,22000.0
2026-01-05,8000.0
2026-01-05,48000.0
2026-01-05,44000.0
2026-01-05,12000.0
2026-01-05,8000.0
2026-01-05,10000.0
2026-01-05,25000.0
2026-01-05,15000.0
2026-01-05,6000.0
2026-01-05,12000.0
2026-01-05,10000.0
2026-01-05,6000.0
2026-01-05,12000.0
2026-01-05,38000.0
2026-01-05,44000.0
2026-01-05,24000.0
2026-01-05,25000.0
2026-01-05,25000.0
2026-01-05,76950.0
2026-01-05,10000.0
2026-01-05,15000.0
2026-01-05,54000.0
2026-01-05,10000.0
2026-01-05,108000.0
2026-01-05,22000.0
2026-01-05,10000.0
2026-01-05,22000.0
2026-01-05,10000.0
2026-01-05,6000.0
2026-01-05,12000.0
2026-01-05,11400.0
2026-01-05,22000.0
2026-01-05,12000.0
2026-01-05,16000.0
2026-01-05,19000.0
2026-01-05,15000.0
2026-01-05,54000.0
2026-01-05,22800.0
2026-01-05,5000.0
2026-01-05,69000.0
2026-01-05,27000.0
2026-01-05,27000.0
2026-01-05,23000.0
2026-01-05,20000.0
2026-01-05,69000.0
2026-01-05,25000.0
2026-01-05,25000.0
2026-01-05,12000.0
2026-01-05,8000.0
2026-01-05,23000.0
2026-01-05,8000.0
2026-01-05,15000.0
2026-01-05,6000.0
2026-01-05,24000.0
2026-01-05,46000.0
2026-01-05,28500.0
2026-01-05,15000.0
2026-01-05,22000.0
2026-01-05,27000.0
2026-01-05,19000.0
2026-01-05,30000.0
2026-01-05,6000.0
2026-01-05,81000.0
2026-01-05,6000.0
2026-01-05,24000.0
2026-01-05,23000.0
2026-01-05,12000.0
2026-01-05,30000.0
2026-01-05,8000.0
2026-01-05,22000.0
2026-01-05,6000.0
2026-01-05,24000.0
2026-01-05,54000.0
2026-01-05,20000.0
2026-01-05,8000.0
2026-01-05,28500.0
2026-01-05,15000.0
2026-01-05,10000.0
2026-01-05,12000.0
2026-01-05,10000.0
2026-01-05,15000.0
2026-01-05,22000.0
2026-01-05,15000.0
2026-01-05,20000.0
2026-01-05,15000.0
2026-01-05,25000.0
2026-01-05,47500.0
2026-01-05,25000.0
2026-01-05,6000.0
2026-01-05,20000.0
2026-01-05,12000.0
2026-01-05,22000.0
2026-01-05,48000.0
2026-01-05,12000.0
2026-01-05,30000.0
2026-01-05,6000.0
2026-01-05,6000.0
2026-01-05,44000.0
2026-01-05,22000.0
2026-01-05,50000.0
2026-01-05,14250.0
2026-01-05,20000.0
2026-01-05,15000.0
2026-01-05,6000.0
2026-01-05,60000.0
2026-01-05,24000.0
2026-01-05,16000.0
2026-01-05,24000.0
2026-01-05,75000.0
2026-01-05,12000.0
2026-01-05,12000.0
2026-01-05,10000.0
2026-01-05,22000.0
2026-01-05,83600.0
2026-01-05,5000.0
2026-01-05,44000.0
2026-01-05,20000.0
2026-01-05,6000.0
2026-01-05,23000.0
2026-01-05,25000.0
2026-01-05,27000.0
2026-01-05,6000.0
2026-01-05,8000.0
2026-01-05,24000.0
2026-01-05,20000.0
2026-01-05,44000.0
2026-01-05,6000.0
2026-01-05,23000.0
2026-01-05,24000.0
2026-01-05,12000.0
2026-01-05,19000.0
2026-01-05,12000.0
2026-01-05,24000.0
2026-01-05,20000.0
2026-01-05,15000.0
2026-01-05,27000.0
2026-01-05,5000.0
2026-01-05,25650.0
2026-01-05,44000.0
2026-01-05,24000.0
2026-01-05,24000.0
2026-01-05,50000.0
2026-01-05,6000.0
2026-01-05,6000.0
2026-01-05,20000.0
2026-01-05,10000.0
2026-01-05,27000.0
2026-01-05,66000.0
2026-01-05,25000.0
2026-01-05,9500.0
2026-01-05,81000.0
2026-01-05,15000.0
2026-01-05,12000.0
2026-01-05,23000.0
2026-01-05,6000.0
2026-01-05,24000.0
2026-01-05,108000.0
2026-01-05,46000.0
2026-01-05,20000.0
2026-01-05,16000.0
2026-01-05,48000.0
2026-01-05,5000.0
2026-01-05,25000.0
2026-01-05,6000.0
2026-01-05,45600.0
